company,company_id,company_size,country,country_iso3,bundle_id,industry,year,indicator,value,unit_of_measure,sub_code,id
Seafresh Industry PCL,16294,Medium,Thailand,THA,26138,Processed Foods,2023,Gross direct (Scope 1) GHG emissions,1914,Metric tons of CO2-equivalent,305-1-a,7652788
Ebro Foods SA,8323,Large,Spain,ESP,38424,Processed Foods,2023,Composition of highest governance body,14,number_of_members,2-9-c,20143868
Seafresh Industry PCL,16294,Medium,Thailand,THA,26138,Processed Foods,2023,Water consumption from all areas with water stress,512624,m3,303-5-b,7652682
Seafresh Industry PCL,16294,Medium,Thailand,THA,26138,Processed Foods,2023,Change in water storage,19985,m3,303-5-c,7652785
Food Empire Holdings Limited,11245,Large,Singapore,SGP,33461,Processed Foods,2023,Incidents of discrimination,0,number_of_incidents,406-1-a,29597015
Food Empire Holdings Limited,11245,Large,Singapore,SGP,33461,Processed Foods,2023,Composition of highest governance body,8,number_of_members,2-9-c,20091750
Libstar Holdings Ltd,13511,Small,South Africa,ZAF,39830,Processed Foods,2023,Total energy consumption within the organization,260281.15,GJ,302-1-e,20953863
Food Empire Holdings Limited,11245,Large,Singapore,SGP,33461,Processed Foods,2023,New employee hires,1563,number_of_employees,401-1-a,29597013
Seafresh Industry PCL,16294,Medium,Thailand,THA,26138,Processed Foods,2023,Total weight of hazardous waste diverted from disposal,173.22,Metric tons,306-4-b,7652791
Ebro Foods SA,8323,Large,Spain,ESP,38424,Processed Foods,2023,Incidents of non-compliance with regulations concerning product and service information and labeling,3,number_of_incidents,417-2-a,30619964
Seafresh Industry PCL,16294,Medium,Thailand,THA,26138,Processed Foods,2023,Water consumption from all areas,512624,m3,303-5-a,7652645
Seafresh Industry PCL,16294,Medium,Thailand,THA,26138,Processed Foods,2023,Breakdown of water discharge by sources,7631,m3,303-4-b,7652589
Associated British Foods PLC,2484,Large,United Kingdom,GBR,18274,Processed Foods,2023,Gross other indirect (Scope 3) GHG emissions,753000,Metric tons of CO2-equivalent,305-3-a,3417169
Lippo Ltd,62784,Large,"Hong Kong SAR, China",HKG,45389,Processed Foods,2023,Total weight of non-hazardous waste directed to disposal,52660,Metric tons,306-5-c,17623257
Seafresh Industry PCL,16294,Medium,Thailand,THA,26138,Processed Foods,2023,Water discharge to all areas with water stress,7631,m3,303-4-c,7652736
Mutti S.p.A.,101881,Medium,Italy,ITA,59453,Processed Foods,2023,Water consumption from all areas with water stress,160000,m3,303-5-b,26905005
Seafresh Industry PCL,16294,Medium,Thailand,THA,26138,Processed Foods,2023,Water discharge to all areas,7631,m3,303-4-a,7652639
Ebro Foods SA,8323,Large,Spain,ESP,38424,Processed Foods,2023,Employees that took parental leave,155,number_of_employees,401-3-b,14739647
China Yurun Food Group Limited,11401,Large,China,CHN,39288,Processed Foods,2023,Gross direct (Scope 1) GHG emissions,14980,Metric tons of CO2-equivalent,305-1-a,14166439
Seafresh Industry PCL,16294,Medium,Thailand,THA,26138,Processed Foods,2023,Water withdrawal from all areas with water stress,510000,m3,303-3-b,7652710
Seafresh Industry PCL,16294,Medium,Thailand,THA,26138,Processed Foods,2023,Water withdrawal breakdown by sources,510000,m3,303-3-c,7652592
Associated British Foods PLC,2484,Large,United Kingdom,GBR,18283,Processed Foods,2023,Total weight of hazardous waste directed to disposal,88000,Metric tons,306-5-b,21687615
Seafresh Industry PCL,16294,Medium,Thailand,THA,26138,Processed Foods,2023,GHG emissions reduced as a direct result of reduction initiatives,1360,Metric tons of CO2-equivalent,305-5-a,7652580
Seafresh Industry PCL,16294,Medium,Thailand,THA,26138,Processed Foods,2023,Total weight of waste directed to disposal,4180.2,Metric tons,306-5-a,7653064
Libstar Holdings Ltd,13511,Small,South Africa,ZAF,39830,Processed Foods,2023,Gross direct (Scope 1) GHG emissions,52668,Metric tons of CO2-equivalent,305-1-a,20953909
Mutti S.p.A.,101881,Medium,Italy,ITA,59453,Processed Foods,2023,Gross other indirect (Scope 3) GHG emissions,445000,Metric tons of CO2-equivalent,305-3-a,26905033
Seafresh Industry PCL,16294,Medium,Thailand,THA,26138,Processed Foods,2023,Total fuel consumption from renewable sources,9040.82,GJ,302-1-b,7652644
Ebro Foods SA,8323,Large,Spain,ESP,38424,Processed Foods,2023,Employees that returned to work after parental leabve,155,number_of_employees,401-3-c,14740471
Seafresh Industry PCL,16294,Medium,Thailand,THA,26138,Processed Foods,2023,Total fuel consumption from non-renewable sources,76642.14,GJ,302-1-a,7652619
Greencore Group PLC,4417,Large,Ireland,IRL,19922,Processed Foods,2023,Total fuel consumption from non-renewable sources,1522274.76,GJ,302-1-a,3220437
Ebro Foods SA,8323,Large,Spain,ESP,38424,Processed Foods,2023,Employees that were still employed 12 months after their return from parental leave,155,number_of_employees,401-3-d,14739643
Seafresh Industry PCL,16294,Medium,Thailand,THA,26138,Processed Foods,2023,Employee turnover,701,number_of_employees,401-1-b,29006907
Seafresh Industry PCL,16294,Medium,Thailand,THA,26138,Processed Foods,2023,Suppliers with negative environmental impacts,2,number_of_suppliers,308-2-b,29006881
Seafresh Industry PCL,16294,Medium,Thailand,THA,26138,Processed Foods,2023,Suppliers with negative social impacts,3,number_of_suppliers,414-2-b,29006884
Seafresh Industry PCL,16294,Medium,Thailand,THA,26138,Processed Foods,2023,Total weight or volume of materials used in produced and packaged products,56.94,Metric tons,301-1-a,29006856
Seafresh Industry PCL,16294,Medium,Thailand,THA,26138,Processed Foods,2023,Violations of rights of indigenous peoples,0,number_of_incidents,411-1-a,29006886
Seafresh Industry PCL,16294,Medium,Thailand,THA,26138,Processed Foods,2023,Incidents of discrimination,0,number_of_incidents,406-1-a,29006883
Seafresh Industry PCL,16294,Medium,Thailand,THA,26138,Processed Foods,2023,Incidents of non-compliance with regulations regarding the health and safety impacts of products and services,0,number_of_incidents,416-2-a,19843191
Lippo Ltd,62784,Large,"Hong Kong SAR, China",HKG,45389,Processed Foods,2023,Employees that took parental leave,111,number_of_employees,401-3-b,17623183
Mutti S.p.A.,101881,Medium,Italy,ITA,59453,Processed Foods,2023,Breakdown of water discharge by sources,1632000,m3,303-4-b,26905124
Orkla ASA,4970,Large,Norway,NOR,20639,Processed Foods,2023,Total weight or volume of materials used in produced and packaged products,159416,Metric tons,301-1-a,28667702
Seafresh Industry PCL,16294,Medium,Thailand,THA,26138,Processed Foods,2023,Water withdrawal from all areas,510000,m3,303-3-a,7652704
Ebro Foods SA,8323,Large,Spain,ESP,38424,Processed Foods,2023,Employee turnover,216,number_of_employees,401-1-b,30017226
Kerry Group PLC,4314,Large,Ireland,IRL,19783,Processed Foods,2023,Scope 1 biogenic CO2 emissions,3900,Metric tons of CO2-equivalent,305-1-c,22340307
Seafresh Industry PCL,16294,Medium,Thailand,THA,26138,Processed Foods,2023,Total weight of waste diverted from disposal,173.22,Metric tons,306-4-a,7652649
Mutti S.p.A.,101881,Medium,Italy,ITA,59453,Processed Foods,2023,Water discharge to all areas with water stress,149000,m3,303-4-c,26905023
Lippo Ltd,62784,Large,"Hong Kong SAR, China",HKG,45389,Processed Foods,2023,Employees entitled to parental leave,2237,number_of_employees,401-3-a,17623478
Kerry Group PLC,4314,Large,Ireland,IRL,19783,Processed Foods,2023,Water withdrawal from all areas,19591000,m3,303-3-a,22340857
Mutti S.p.A.,101881,Medium,Italy,ITA,59453,Processed Foods,2023,Total weight of waste generated,20607,Metric tons,306-3-a,26904913
Kerry Group PLC,4314,Large,Ireland,IRL,19783,Processed Foods,2023,Total weight of non-hazardous waste diverted from disposal,398304,Metric tons,306-4-c,22341100
Mutti S.p.A.,101881,Medium,Italy,ITA,59453,Processed Foods,2023,Significant air emissions,26.38,Metric tons,305-7-a,20695063
Ebro Foods SA,8323,Large,Spain,ESP,59856,Processed Foods,2023,Total energy consumption outside of the organization,3903022.8,GJ,302-2-a,30806803
Kerry Group PLC,4314,Large,Ireland,IRL,19783,Processed Foods,2023,Total weight of waste generated,428421,Metric tons,306-3-a,22341053
Campbell Soup Company,2698,Large,United States,USA,18446,Processed Foods,2023,Total weight of waste directed to disposal,56207,Metric tons,306-5-a,3138183
Nutreco N.V.,10031,Large,Netherlands,NLD,33292,Processed Foods,2023,Suppliers with negative social impacts,12,number_of_suppliers,414-2-b,29486726
Nutreco N.V.,10031,Large,Netherlands,NLD,33292,Processed Foods,2023,Suppliers with negative environmental impacts,12,number_of_suppliers,308-2-b,29486655
Kerry Group PLC,4314,Large,Ireland,IRL,19783,Processed Foods,2023,Water consumption from all areas with water stress,3398000,m3,303-5-b,22340281
Mutti S.p.A.,101881,Medium,Italy,ITA,59453,Processed Foods,2023,Water withdrawal breakdown by sources,1884000,m3,303-3-c,26904965
Nestle Malaysia Bhd,68964,Large,Malaysia,MYS,45989,Processed Foods,2023,Total weight of waste generated,28599,Metric tons,306-3-a,18633072
Natra SA,18673,Small,Spain,ESP,26550,Processed Foods,2023,Employee breakdown by gender and region,1182,number_of_employees,2-7-a,7587411
Natra SA,18673,Small,Spain,ESP,26551,Processed Foods,2023,Total weight or volume of materials used in produced and packaged products,196221,Metric tons,301-1-a,29046140
Natra SA,18673,Small,Spain,ESP,26551,Processed Foods,2023,Gross market-based energy indirect (Scope 2) GHG emissions,6319,Metric tons of CO2-equivalent,305-2-b,8035496
Nestle Malaysia Bhd,68964,Large,Malaysia,MYS,45989,Processed Foods,2023,GHG emissions reduced as a direct result of reduction initiatives,79769,Metric tons of CO2-equivalent,305-5-a,18633073
Natra SA,18673,Small,Spain,ESP,26551,Processed Foods,2023,Total energy consumption within the organization,2.24,GJ,302-1-e,8037667
Orkla ASA,4970,Large,Norway,NOR,20639,Processed Foods,2023,Incidents of non-compliance with regulations concerning product and service information and labeling,1,number_of_incidents,417-2-a,30555015
Natra SA,18673,Small,Spain,ESP,26551,Processed Foods,2023,Gross location-based energy indirect (Scope 2) GHG emissions,6319,Metric tons of CO2-equivalent,305-2-a,8037269
Unicharm Petcare Corp,21440,Large,Japan,JPN,27777,Processed Foods,2023,Gross market-based energy indirect (Scope 2) GHG emissions,376900,Metric tons of CO2-equivalent,305-2-b,8773258
Campbell Soup Company,2698,Large,United States,USA,18446,Processed Foods,2023,"Total electricity, heating, cooling and steam consumption",8756510.4,GJ,302-1-c,3138039
Nestle Malaysia Bhd,68964,Large,Malaysia,MYS,45989,Processed Foods,2023,Total weight of waste diverted from disposal,28565,Metric tons,306-4-a,18633080
Ebro Foods SA,8323,Large,Spain,ESP,38424,Processed Foods,2023,Employee breakdown by gender and region,5496,number_of_employees,2-7-a,14740137
Unicharm Petcare Corp,21440,Large,Japan,JPN,27777,Processed Foods,2023,Gross other indirect (Scope 3) GHG emissions,6359000,Metric tons of CO2-equivalent,305-3-a,8773251
China Yurun Food Group Limited,11401,Large,China,CHN,39288,Processed Foods,2023,Water withdrawal breakdown by sources,591234,m3,303-3-c,14168915
Unicharm Petcare Corp,21440,Large,Japan,JPN,27777,Processed Foods,2023,Value of benefit plan liabilities,87834745,USD,201-3-a,29278349
Nichimo Co Ltd,21445,Small,Japan,JPN,27779,Processed Foods,2023,Incidents of discrimination,0,number_of_incidents,406-1-a,29308089
Nichimo Co Ltd,21445,Small,Japan,JPN,27779,Processed Foods,2023,Total number of significant instances of non-compliance with laws and regulations,0,number_of_instances,2-27-a,19978502
Nichimo Co Ltd,21445,Small,Japan,JPN,27779,Processed Foods,2023,Incidents of non-compliance with regulations regarding the health and safety impacts of products and services,0,number_of_incidents,416-2-a,19978560
Ebro Foods SA,8323,Large,Spain,ESP,38424,Processed Foods,2023,Total weight of non-hazardous waste diverted from disposal,26885,Metric tons,306-4-c,14739692
Nestle Malaysia Bhd,68964,Large,Malaysia,MYS,45989,Processed Foods,2023,Total weight of waste directed to disposal,34.1,Metric tons,306-5-a,18633143
Nichimo Co Ltd,21445,Small,Japan,JPN,27779,Processed Foods,2023,Gross market-based energy indirect (Scope 2) GHG emissions,5919,Metric tons of CO2-equivalent,305-2-b,9770254
Ebro Foods SA,8323,Large,Spain,ESP,38424,Processed Foods,2023,Employees anti-corruption training,1732,number_of_employees,205-2-e,20143884
Nichimo Co Ltd,21445,Small,Japan,JPN,27779,Processed Foods,2023,Gross location-based energy indirect (Scope 2) GHG emissions,5039,Metric tons of CO2-equivalent,305-2-a,9770251
Nestle Malaysia Bhd,68964,Large,Malaysia,MYS,45989,Processed Foods,2023,Total number of significant instances of non-compliance with laws and regulations,0,number_of_instances,2-27-a,20371076
Nichimo Co Ltd,21445,Small,Japan,JPN,27779,Processed Foods,2023,Gross direct (Scope 1) GHG emissions,5857,Metric tons of CO2-equivalent,305-1-a,9770248
Nestle Malaysia Bhd,68964,Large,Malaysia,MYS,45989,Processed Foods,2023,Number of suppliers assessed for social impacts,515,number_of_suppliers,414-2-a,30281347
COFCO Joycome Foods Limited,11403,Large,China,CHN,39289,Processed Foods,2023,Significant air emissions,0,Metric tons,305-7-a,20648493
Lamb Weston Holdings Inc,4353,Large,United States,USA,57692,Processed Foods,2023,Total fuel consumption from renewable sources,811276,GJ,302-1-b,26984819
Lamb Weston Holdings Inc,4353,Large,United States,USA,57692,Processed Foods,2023,Total fuel consumption from non-renewable sources,2814142,GJ,302-1-a,26984697
Ebro Foods SA,8323,Large,Spain,ESP,38424,Processed Foods,2023,Communicated anti-corruption policies to employees,3293,number_of_employees,205-2-b,20143984
Kerry Group PLC,4314,Large,Ireland,IRL,19783,Processed Foods,2023,Water withdrawal from all areas with water stress,395000,m3,303-3-b,22340301
Campbell Soup Company,2698,Large,United States,USA,18446,Processed Foods,2023,Total fuel consumption from renewable sources,11116994.4,GJ,302-1-b,3138017
Libstar Holdings Ltd,13511,Small,South Africa,ZAF,39830,Processed Foods,2023,Total weight of non-hazardous waste diverted from disposal,77542.59,Metric tons,306-4-c,20953914
Kerry Group PLC,4314,Large,Ireland,IRL,19783,Processed Foods,2023,Water withdrawal breakdown by sources,19591000,m3,303-3-c,22340339
Lamb Weston Holdings Inc,4353,Large,United States,USA,57692,Processed Foods,2023,Reductions in energy requirements of sold products and services,275929,GJ,302-5-a,26984717
Nestle Malaysia Bhd,68964,Large,Malaysia,MYS,45989,Processed Foods,2023,"Identified leaks, thefts or losses of customer data",0,number_of_incidents,418-1-b,30281346
Riken Vitamin Co Ltd,21451,Small,Japan,JPN,27781,Processed Foods,2023,Gross location-based energy indirect (Scope 2) GHG emissions,40392,Metric tons of CO2-equivalent,305-2-a,10054352
Lamb Weston Holdings Inc,4353,Large,United States,USA,57692,Processed Foods,2023,Reductions in energy consumption achieved through conservation and efficiency measures,275929,GJ,302-4-a,26985020
Kyokuyo Co Ltd,21474,Medium,Japan,JPN,60220,Processed Foods,2023,Breakdown of water discharge by sources,183000,m3,303-4-b,30944740
Nestle Malaysia Bhd,68964,Large,Malaysia,MYS,45989,Processed Foods,2023,Confirmed incidents of corruption,0,number_of_incidents,205-3-a,30281338
Julius Meinl,3509,Large,Austria,AUT,57634,Processed Foods,2023,Total value of financial political contributions,0,USD,415-1-a,30220784
Julius Meinl,3509,Large,Austria,AUT,57634,Processed Foods,2023,Total weight of non-hazardous waste diverted from disposal,18096,Metric tons,306-4-c,26175496
Julius Meinl,3509,Large,Austria,AUT,57634,Processed Foods,2023,Workers covered by health and safety management system,972,number_of_employees,403-8-a,26175498
Julius Meinl,3509,Large,Austria,AUT,57634,Processed Foods,2023,"Total electricity, heating, cooling and steam consumption",123753.6,GJ,302-1-c,26175618
Julius Meinl,3509,Large,Austria,AUT,57634,Processed Foods,2023,Total weight or volume of materials used in produced and packaged products,18096,Metric tons,301-1-a,30220865
Libstar Holdings Ltd,13511,Small,South Africa,ZAF,39830,Processed Foods,2023,Reductions in energy requirements of sold products and services,260281.15,GJ,302-5-a,20953824
Nestle Malaysia Bhd,68964,Large,Malaysia,MYS,45989,Processed Foods,2023,Incidents of non-compliance with regulations concerning marketing communications,0,number_of_incidents,417-3-a,30613957
Riken Vitamin Co Ltd,21451,Small,Japan,JPN,27781,Processed Foods,2023,Incidents of discrimination,8,number_of_incidents,406-1-a,29178118
Nestle Malaysia Bhd,68964,Large,Malaysia,MYS,45989,Processed Foods,2023,Incidents of discrimination,0,number_of_incidents,406-1-a,30281342
Kenko Mayonnaise Co Ltd,21469,Small,Japan,JPN,27783,Processed Foods,2023,Total weight or volume of materials used in produced and packaged products,4.6,Metric tons,301-1-a,29361886
Kenko Mayonnaise Co Ltd,21469,Small,Japan,JPN,27783,Processed Foods,2023,GHG emissions reduced as a direct result of reduction initiatives,22.6,Metric tons of CO2-equivalent,305-5-a,8546718
Julius Meinl,3509,Large,Austria,AUT,57634,Processed Foods,2023,Total fuel consumption from non-renewable sources,113205.6,GJ,302-1-a,26175447
Ebro Foods SA,8323,Large,Spain,ESP,59856,Processed Foods,2023,Water withdrawal from all areas,3530468,m3,303-3-a,30806707
Julius Meinl,3509,Large,Austria,AUT,57634,Processed Foods,2023,Employees that took parental leave,14,number_of_employees,401-3-b,26175449
Julius Meinl,3509,Large,Austria,AUT,57634,Processed Foods,2023,Employees entitled to parental leave,1061,number_of_employees,401-3-a,26175568
Ebro Foods SA,8323,Large,Spain,ESP,59856,Processed Foods,2023,Scope 1 biogenic CO2 emissions,8904,Metric tons of CO2-equivalent,305-1-c,30806631
Julius Meinl,3509,Large,Austria,AUT,57634,Processed Foods,2023,Employee turnover,172,number_of_employees,401-1-b,30220816
Julius Meinl,3509,Large,Austria,AUT,57634,Processed Foods,2023,New employee hires,226,number_of_employees,401-1-a,30220792
Kyokuyo Co Ltd,21474,Medium,Japan,JPN,27784,Processed Foods,2023,Composition of highest governance body,24,number_of_members,2-9-c,19951442
Julius Meinl,3509,Large,Austria,AUT,57634,Processed Foods,2023,Employee breakdown by gender and region,1061,number_of_employees,2-7-a,26175411
Julius Meinl,3509,Large,Austria,AUT,57634,Processed Foods,2023,Incidents of discrimination,1,number_of_incidents,406-1-a,30220749
Julius Meinl,3509,Large,Austria,AUT,57634,Processed Foods,2023,Total energy consumption within the organization,123753.6,GJ,302-1-e,26175345
Ebro Foods SA,8323,Large,Spain,ESP,59856,Processed Foods,2023,Water consumption from all areas with water stress,3530468,m3,303-5-b,30806764
Julius Meinl,3509,Large,Austria,AUT,57634,Processed Foods,2023,Total fuel consumption from renewable sources,10501.2,GJ,302-1-b,26175401
Julius Meinl,3509,Large,Austria,AUT,57634,Processed Foods,2023,Total weight of waste directed to disposal,18096,Metric tons,306-5-a,26175457
Julius Meinl,3509,Large,Austria,AUT,57634,Processed Foods,2023,Gross location-based energy indirect (Scope 2) GHG emissions,1542,Metric tons of CO2-equivalent,305-2-a,26175435
Lippo Ltd,62784,Large,"Hong Kong SAR, China",HKG,45389,Processed Foods,2023,Water withdrawal breakdown by sources,1246000,m3,303-3-c,17623202
Julius Meinl,3509,Large,Austria,AUT,57634,Processed Foods,2023,Total weight of waste generated,18096,Metric tons,306-3-a,26175478
Libstar Holdings Ltd,13511,Small,South Africa,ZAF,39830,Processed Foods,2023,Scope 1 biogenic CO2 emissions,52668,Metric tons of CO2-equivalent,305-1-c,20953764
Coca-Cola Europacific Partners PLC,2345,Large,United Kingdom,GBR,27886,Processed Foods,2023,Employee turnover,39,number_of_employees,401-1-b,29282875
Julius Meinl,3509,Large,Austria,AUT,57634,Processed Foods,2023,Gross market-based energy indirect (Scope 2) GHG emissions,662,Metric tons of CO2-equivalent,305-2-b,26175509
Julius Meinl,3509,Large,Austria,AUT,57634,Processed Foods,2023,Gross direct (Scope 1) GHG emissions,7325,Metric tons of CO2-equivalent,305-1-a,26175470
Ebro Foods SA,8323,Large,Spain,ESP,59856,Processed Foods,2023,Water withdrawal breakdown by sources,3530468,m3,303-3-c,30806649
Brewery Vivant,2684,Small,United States,USA,27996,Processed Foods,2023,Scope 1 biogenic CO2 emissions,26.9,Metric tons of CO2-equivalent,305-1-c,9720840
Julius Meinl,3509,Large,Austria,AUT,57634,Processed Foods,2023,Gross other indirect (Scope 3) GHG emissions,181358,Metric tons of CO2-equivalent,305-3-a,26175566
Julius Meinl,3509,Large,Austria,AUT,57634,Processed Foods,2023,Total weight of waste diverted from disposal,18096,Metric tons,306-4-a,26175379
Nestle Malaysia Bhd,68964,Large,Malaysia,MYS,45990,Processed Foods,2023,Total weight or volume of materials used in produced and packaged products,415302,Metric tons,301-1-a,29690106
Nestle Malaysia Bhd,68964,Large,Malaysia,MYS,45990,Processed Foods,2023,Total fuel consumption from renewable sources,102991,GJ,302-1-b,18102052
Premium Brands Holdings Corporation,4636,Large,Canada,CAN,57112,Processed Foods,2023,Employees that took parental leave,186,number_of_employees,401-3-b,24510956
Premium Brands Holdings Corporation,4636,Large,Canada,CAN,57112,Processed Foods,2023,Employees entitled to parental leave,12,number_of_employees,401-3-a,24510949
Premium Brands Holdings Corporation,4636,Large,Canada,CAN,57112,Processed Foods,2023,Employees that returned to work after parental leabve,174,number_of_employees,401-3-c,24510960
Premium Brands Holdings Corporation,4636,Large,Canada,CAN,57112,Processed Foods,2023,Total weight of non-hazardous waste directed to disposal,20388,Metric tons,306-5-c,24510945
Premium Brands Holdings Corporation,4636,Large,Canada,CAN,57112,Processed Foods,2023,Total weight of hazardous waste directed to disposal,20388,Metric tons,306-5-b,24510946
Kalsec Inc.,3087,Large,United States,USA,28111,Processed Foods,2023,Total weight of hazardous waste diverted from disposal,3000,Metric tons,306-4-b,8568106
Kalsec Inc.,3087,Large,United States,USA,28111,Processed Foods,2023,Total weight of non-hazardous waste diverted from disposal,3000,Metric tons,306-4-c,8568042
Kalsec Inc.,3087,Large,United States,USA,28111,Processed Foods,2023,Total weight of waste generated,3000,Metric tons,306-3-a,8568105
Kalsec Inc.,3087,Large,United States,USA,28111,Processed Foods,2023,Total weight of waste diverted from disposal,3000,Metric tons,306-4-a,8568110
Premium Brands Holdings Corporation,4636,Large,Canada,CAN,57112,Processed Foods,2023,Total weight of non-hazardous waste diverted from disposal,25478,Metric tons,306-4-c,24510941
Orkla ASA,4970,Large,Norway,NOR,20639,Processed Foods,2023,Incidents of discrimination,0,number_of_incidents,406-1-a,28667727
Premium Brands Holdings Corporation,4636,Large,Canada,CAN,57112,Processed Foods,2023,Total weight of hazardous waste diverted from disposal,25478,Metric tons,306-4-b,24510937
Nestle Malaysia Bhd,68964,Large,Malaysia,MYS,45990,Processed Foods,2023,Total fuel consumption from non-renewable sources,853969,GJ,302-1-a,18102129
Premium Brands Holdings Corporation,4636,Large,Canada,CAN,57112,Processed Foods,2023,Total weight of waste diverted from disposal,25478,Metric tons,306-4-a,24510933
Lippo Ltd,62784,Large,"Hong Kong SAR, China",HKG,45389,Processed Foods,2023,Employee turnover,452,number_of_employees,401-1-b,30290212
Coca-Cola Europacific Partners PLC,2345,Large,United Kingdom,GBR,56772,Processed Foods,2023,Water withdrawal from all areas,35042000,m3,303-3-a,24069933
Coca-Cola Europacific Partners PLC,2345,Large,United Kingdom,GBR,56772,Processed Foods,2023,Water withdrawal from all areas with water stress,14040000,m3,303-3-b,24069538
Valsoia SpA,7424,Medium,Italy,ITA,57922,Processed Foods,2023,"Total electricity, heating, cooling and steam consumption",45158.54,GJ,302-1-c,26678533
Coca-Cola Europacific Partners PLC,2345,Large,United Kingdom,GBR,56772,Processed Foods,2023,Change in water storage,16189000,m3,303-5-c,24070159
Coca-Cola Europacific Partners PLC,2345,Large,United Kingdom,GBR,56772,Processed Foods,2023,Total weight of waste generated,180763,Metric tons,306-3-a,24069833
Libstar Holdings Ltd,13511,Small,South Africa,ZAF,39830,Processed Foods,2023,Gross market-based energy indirect (Scope 2) GHG emissions,815,Metric tons of CO2-equivalent,305-2-b,20953792
Coca-Cola Europacific Partners PLC,2345,Large,United Kingdom,GBR,56772,Processed Foods,2023,Water withdrawal breakdown by sources,35042000,m3,303-3-c,24069773
Coca-Cola Europacific Partners PLC,2345,Large,United Kingdom,GBR,56772,Processed Foods,2023,Total weight of hazardous waste diverted from disposal,167185,Metric tons,306-4-b,24069552
Lantmännen ek för,3305,Medium,Sweden,SWE,28190,Processed Foods,2023,Water consumption from all areas,0,m3,303-5-a,9401879
Coca-Cola Europacific Partners PLC,2345,Large,United Kingdom,GBR,56772,Processed Foods,2023,Total weight of waste diverted from disposal,180763,Metric tons,306-4-a,24069879
Coca-Cola Europacific Partners PLC,2345,Large,United Kingdom,GBR,56772,Processed Foods,2023,Total weight of non-hazardous waste directed to disposal,13578,Metric tons,306-5-c,24069650
Coca-Cola Europacific Partners PLC,2345,Large,United Kingdom,GBR,56772,Processed Foods,2023,Total weight of hazardous waste directed to disposal,420,Metric tons,306-5-b,24069517
Nestle India Ltd,13761,Large,India,IND,39896,Processed Foods,2023,Water withdrawal from all areas,47200000,m3,303-3-a,15499959
Coca-Cola Europacific Partners PLC,2345,Large,United Kingdom,GBR,56772,Processed Foods,2023,Employees that were still employed 12 months after their return from parental leave,1137,number_of_employees,401-3-d,24069564
Löfbergs Lila AB,3308,Medium,Sweden,SWE,28191,Processed Foods,2023,Employee breakdown by gender and region,338,number_of_employees,2-7-a,9739054
Löfbergs Lila AB,3308,Medium,Sweden,SWE,28191,Processed Foods,2023,Total weight of waste directed to disposal,620,Metric tons,306-5-a,9739132
Löfbergs Lila AB,3308,Medium,Sweden,SWE,28191,Processed Foods,2023,Total weight of non-hazardous waste diverted from disposal,620,Metric tons,306-4-c,9739102
Coca-Cola Europacific Partners PLC,2345,Large,United Kingdom,GBR,56772,Processed Foods,2023,Employee breakdown by gender and region,40657,number_of_employees,2-7-a,24070313
Löfbergs Lila AB,3308,Medium,Sweden,SWE,28191,Processed Foods,2023,Total weight of waste diverted from disposal,620,Metric tons,306-4-a,9739141
Coca-Cola Europacific Partners PLC,2345,Large,United Kingdom,GBR,56772,Processed Foods,2023,New employee hires,5924,number_of_employees,401-1-a,29750068
Löfbergs Lila AB,3308,Medium,Sweden,SWE,28192,Processed Foods,2023,Total weight of waste generated,2031,Metric tons,306-3-a,8841695
Löfbergs Lila AB,3308,Medium,Sweden,SWE,28192,Processed Foods,2023,Total weight of hazardous waste diverted from disposal,705,Metric tons,306-4-b,8841626
Coca-Cola Europacific Partners PLC,2345,Large,United Kingdom,GBR,56772,Processed Foods,2023,Total weight of waste directed to disposal,8602,Metric tons,306-5-a,24069471
Löfbergs Lila AB,3308,Medium,Sweden,SWE,28192,Processed Foods,2023,Total weight or volume of materials used in produced and packaged products,2031,Metric tons,301-1-a,29268571
Lippo Ltd,62784,Large,"Hong Kong SAR, China",HKG,45389,Processed Foods,2023,Total weight of waste diverted from disposal,59946,Metric tons,306-4-a,17623139
Coca-Cola Europacific Partners PLC,2345,Large,United Kingdom,GBR,56772,Processed Foods,2023,Employees that took parental leave,1213,number_of_employees,401-3-b,24069540
Coca-Cola Europacific Partners PLC,2345,Large,United Kingdom,GBR,56772,Processed Foods,2023,Total number of significant instances of non-compliance with laws and regulations,392,number_of_instances,2-27-a,20515800
Löfbergs Lila AB,3308,Medium,Sweden,SWE,28192,Processed Foods,2023,Total weight of hazardous waste directed to disposal,705,Metric tons,306-5-b,8841640
Löfbergs Lila AB,3308,Medium,Sweden,SWE,28192,Processed Foods,2023,Total weight of non-hazardous waste directed to disposal,705,Metric tons,306-5-c,8841713
Coca-Cola Europacific Partners PLC,2345,Large,United Kingdom,GBR,56772,Processed Foods,2023,Total weight of non-hazardous waste diverted from disposal,171974,Metric tons,306-4-c,24069708
Lippo Ltd,62784,Large,"Hong Kong SAR, China",HKG,45389,Processed Foods,2023,New employee hires,687,number_of_employees,401-1-a,30290182
Ebro Foods SA,8323,Large,Spain,ESP,59856,Processed Foods,2023,Total weight of waste generated,36205,Metric tons,306-3-a,30806941
Orkla ASA,4970,Large,Norway,NOR,20639,Processed Foods,2023,Incidents of non-compliance with regulations regarding the health and safety impacts of products and services,10,number_of_incidents,416-2-a,19677931
